season,habitat,Carcass ID,Person,MC#,Trial #,carcass,location,WEIGHT,w2,Date/time placed,Date trial End,Date Pulled,TimeRight,What was left?,Fully decomposed?,Fully Decomposed Date/Time,FULLY SCAVENGED BY VERTEBRATE,Time,Status,Species,FPU,F,P,U,SCAVED,Richness,TRIED?,DATE/TIME,TRIED?,DATE/TIME,Ant hill,SCAVENGERS,verts,BTS,Date/Time Scavenged,Monitor Lizard,Date/Time Scavenged,Cane Toad,Date/Time Scavenged,Pig,Date/Time Scavenged,Dog,Date/Time Scavenged,Cat,Date/Time Scavenged,Chicken,Date/Time Scavenged,Rat,Date/Time Scavenged,Mouse,Date/Time Scavenged,inverts,Coconut Crab,Date/Time Scavenged,Land Crab,Date/Time Scavenged,Hermit Crab,Date/Time Scavenged,Unknown,date/time,VISITORS,Verts,BTS,Monitor Lizard,Cane Toad,Frogs,deer,Skink,Pig,Dog,Cat,Chicken,Rat,Gecko,Mouse,Shrew,Gunther's Frog,Francolin,Pacific Reef Heron,Pacific Golden Plover,Yellow Bittern,inverts,Coconut Crab,Land Crab,Snails,Slugs,Hermit Crab,Worm Thing,Spider,Roaches,PASSED,Verts,BTS,Monitor Lizard,Cane Toad,Frogs,Deer,Skink,Pig,Dog,Cat,Chicken,Rat,Mouse,Shrew,Pacific Reef Heron,Pacific Golden Plover,Yellow Bittern,Phillipine Collared Dove,inverts,Coconut Crab,Land Crab,hermit crabs,Snails,Slugs,Worm Thing,Spider,Roaches,VISITORS AFTER DECOMPOSTION,Verts,BTS,Monitor Lizard,Cane Toad,Frogs,Deer,Skink,Pig,Dog,Cat,Chicken,Rat,Mouse,Shrew,Dove,Bittern,inverts,Coconut Crab,Hermit Crab,Land Crab,Snails,Slugs,Butterflies,Notes
WET,U,UJSO9,JOSH,GU40A,3,Snake,OPEN,2.2,220,6/11/2016 13:09,6/16/2016,6/17/2016,Yes,"mummified carcass, not much tissue",,6/16/2016 6:18,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UMSO9,MATT,GU24B,3,Snake,OPEN,2.2,220,6/11/2016 13:05,6/16/2016,6/17/2016,Yes,"10% tissue, 70% skin, ants and maggots",NO,,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UMSO8,MATT,H94,3,Snake,OPEN,2.2,220,6/11/2016 10:55,6/16/2016,6/16/2016,Yes,"~5% tissue, 80% skin and bones, mummified, ants",,6/16/2016 11:18,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TKSO3,KELSEY,GU23A,1,Snake,OPEN,2.2,220,6/2/2016 14:52,,,Yes,"mummified, hollow flattened carcass",,6/6/2016 9:45,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UJSO1,JOSH,GU40A,1,Snake,OPEN,2.2,220,6/1/2016 11:41,,,Yes,"Scales, skeleton and some tissue, ~5%",,6/6/2016 8:45,,5,0,,UNSCAVENGED,,,1,0,0,CANE TOAD,6/2/2016 21:00,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TMSB17,MATT,H98,5,Snake,BURROW,2.2,220,6/23/2016 14:59,,,Yes,Gone,,,42545.30833,0.68,1,UNKNOWN,FULLY,1,,,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42545.30833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TMSO31,MATT,GU35A,8,Snake,OPEN,2.2,220,7/16/2016 14:34,,,Yes,Gone,,,7/18/2016 11:06,1.86,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,7/18/2016 11:02,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTSO44,LAUREN,GU35A,9,Snake,OPEN,2.2,220,3/18/2017 4:45,,,Yes,gone,,,3/20/2017 8:18,2.15,1,UNKNOWN,FULLY,1,,,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3/20/2017 8:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UJSO3,JOSH,GU39B,1,Snake,OPEN,2.2,220,6/1/2016 15:45,,,Yes,gone,,,6/6/2016 5:45,4.58,1,CANE TOAD,FULLY,1,,,1,1,CANE TOAD,6/4/2016 6:15,,,,1,,,,,,1,6/6/2016 5:45,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIG CANE TOAD TOOK IT AT THE END.
DRY,T,LTSO9,LAUREN,GU49A,6,Snake,OPEN,2.22,222,2/22/2017 12:23,,2/27/2017,Yes,"lots of maggots, 30-40% flesh",,2/26/2017 21:06,,5,0,,PARTIALLY,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2/26/2017 3:42,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTSO57,LAUREN,H60,11,Snake,OPEN,2.25,225,3/29/2017 14:06,,,Yes,"beetles, <10% flesh",NO,,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,LUSO36,LAUREN,H105,8,Snake,OPEN,2.25,225,3/14/2017 17:37,3/19/2017,3/19/2017,Yes,"melted, bones, some ants, <10% flesh",NO,,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,LUSB5,LAUREN,H25,2,Snake,BURROW,2.25,225,2/1/2017 9:47,2/6/2017,,Yes,bones,,2/6/2017 8:48,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TPSO27,PHILLIP,GU31A,9,Snake,OPEN,2.25,225,7/21/2016 13:36,,,Yes,"95% skin, 95% skeleton, 5% flesh",,7/25/2016 9:24,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TPSO24,PHILLIP,GU31A,8,Snake,OPEN,2.25,225,7/16/2016 13:30,,,Yes,"40% skin, 70% skeleton, 5% flesh",,7/20/2016 15:48,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,PIG CRACKED OPEN COCONUT INSTEAD
WET,T,TPSO20,PHILLIP,H94,7,Snake,OPEN,2.25,225,7/11/2016 13:18,,,Yes,"80% skin, 95% skeleton, 30% flesh",NO,,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TPSO19,PHILLIP,GU39A,7,Snake,OPEN,2.25,225,7/11/2016 11:47,,,Yes,"60% skin, 90% skeleton, 5% flesh",,7/16/2016 7:42,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TKSO17,KELSEY,GU23A,6,Snake,OPEN,2.25,225,6/28/2016 11:56,,,Yes,"scales and bones, hollow, whole, pulled apart butterfly",,7/2/2016 8:06,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,
WET,T,TKSO12,KELSEY,GU42B,4,Snake,OPEN,2.25,225,6/18/2016 14:28,6/23/2016,6/23/2016,Yes,"skeleton, no skin, full",,6/20/2016 9:54,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,ANTS DESTROYED IT
WET,U,UPSO10,PHILLP,GU33B,4,Snake,OPEN,2.25,225,6/19/2016 8:54,,,Yes,nothing,,,42542.05417,1.68,1,CANE TOAD,FULLY,,,,1,1,CANE TOAD,42541.87917,,,,1,,,,,,1,6/21/2016 1:18,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TKSO18,KELSEY,H91,6,Snake,OPEN,2.25,225,6/28/2016 13:51,,,Yes,gone,,,6/30/2016 10:41,1.87,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,6/30/2016 10:40,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UKSO33,KELSEY,GU13B,10,Snake,OPEN,2.25,225,7/31/2016 9:56,8/5/2016,8/5/2016,Yes,Gone,,,8/2/2016 18:54,2.37,1,CANE TOAD,FULLY,1,,,1,1,CANE TOAD,8/1/2016 7:48,,,,1,,,,,,1,8/2/2016 18:48,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LARGE TOAD
WET,T,TMSB1,MATT,GU55A,1,Snake,BURROW,2.25,225,6/2/2016 12:06,,,Yes,"snake tail, maggots, ",,,6/7/2016 8:44,4.86,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,6/7/2016 8:38,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUSO24,KELSEY,H20,6,Snake,OPEN,2.3,230,2/24/2017 12:48,,3/1/2017,Yes,"sundried snake, a few maggots, 5% flesh",NO,3/1/2017 11:42,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,JUSO3,JOSH,GU55A,1,Snake,OPEN,2.3,230,1/27/2017 14:07,,,Yes,"some bones, scales, 0%",NO,,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,LUSO2,LAUREN,GU12B,1,Snake,OPEN,2.3,230,1/27/2017 13:12,,,Yes,"bones, dried up skin, maggots",,1/31/2017 23:18,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,JUST1,JOSH,H19,1,Snake,TREE,2.3,230,1/27/2017 12:49,,2/1/2017 11:06,Yes,10% maggots,NO,,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UMSO32,MATT,H119,9,Snake,OPEN,2.3,230,7/25/2016 15:13,,,Yes,"No flesh,snake mummy, 90% skin, ant",IDK,,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UPSO22,PHILLIP,H92,7,Snake,OPEN,2.3,230,7/12/2016 14:39,,,Yes,"70% skin, 95% skeleton, 5% flesh",,7/15/2016 13:06,,5,0,,UNSCAVENGED,,,1,0,0,CANE TOAD,7/16/2016 5:54,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UKSO19,KELSEY,GU37B,6,Snake,OPEN,2.3,230,6/29/2016 13:25,,,Yes,"scales and bones, been picked at, breaks apart easily",,7/4/2016 11:00,,5,0,,UNSCAVENGED,,,1,0,1,UNKNOWN,7/3/2016 15:24,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7/4/2016 3:36,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TPSO10,PHILLP,GU52A,4,Snake,OPEN,2.3,230,6/18/2016 11:19,6/23/2016,6/23/2016,Yes,"95%skin, 100% skeleton, 15% flesh",NO,6/23/2016 6:18,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TJSO5,JOSH,H86,2,Snake,OPEN,2.3,230,6/7/2016 11:46,,,Yes,"skin, bones, 0% tissue",,6/12/2016 9:42,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TMST28,MATT,H62,8,Snake,TREE,2.3,230,7/16/2016 10:44,,,Yes,Gone,,,7/18/2016 15:15,2.19,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,7/18/2016 15:15,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UKSO11,KELSEY,GU43A,4,Snake,OPEN,2.3,230,6/19/2016 9:27,,,Yes,gone - cane toad,,,6/22/2016 3:24,2.75,1,CANE TOAD,FULLY,,,,1,0,CANE TOAD,6/19/2016 21:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOVED TOO FAR AWAY FROM CAMERA
DRY,T,LTSO7,LAUREN,GU43A,2,Snake,OPEN,2.3,230,1/31/2017 13:45,2/5/2017,,Yes,gone,,,2/3/2017 10:00,2.84,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,2/3/2017 9:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UPSO14,PHILLIP,H65,5,Snake,OPEN,2.3,230,6/24/2016 11:59,,,Yes,nothing,,,42550.17083,4.67,1,CANE TOAD,FULLY,1,,,1,0,CANE TOAD,42547.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,LUSO22,LAUREN,H48,6,Snake,OPEN,2.3,230,2/23/2017 11:28,,2/28/2017,Yes,gone,,,2/28/2017 6:06,4.78,1,UNKNOWN,FULLY,1,,,1,1,,,,,,1,,,,,,1,2/27/2017 21:18,,,,,,,,,,,,,,,,,,,,,2/28/2017 6:06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CANE TOAD DRAGGED IT A LITTLE TOWARDS THE CAMERA. WHATEVER GOT IT, NEVER WENT INTO THE CAMERA'S SIGHT"
DRY,U,LUSB51,LAUREN,GU48A,11,Snake,BURROW,2.35,235,3/30/2017 13:13,,,Yes,ant mound buried trigger,NO,,,5,0,,UNSCAVENGED,,,1,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUST41,KELSEY,H66,10,Snake,TREE,2.35,235,3/25/2017 13:56,,,Yes,hollow dry snake,,3/29/2017 9:42,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KUST19,KELSEY,H20,5,Snake,TREE,2.35,235,2/18/2017 14:13,,,Yes,"melted, 5% flesh",,2/24/2017 12:22,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UPSO27,PHILLIP,H61,8,Snake,OPEN,2.35,235,7/20/2016 14:28,,,Yes,"80% skin, 90% skeleton, 30% flesh",,7/25/2016 9:06,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
WET,T,TMSO25,MATT,H24,7,Snake,OPEN,2.35,235,7/11/2016 13:57,,,Yes,"no flesh, ~90% bones and skin",,7/16/2016 8:24,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UMSO15,MATT,GU48A,5,Snake,OPEN,2.35,235,6/24/2016 12:42,,,Yes,"No tissue, ants buried carcass",,6/28/2016 10:24,,5,0,,UNSCAVENGED,,,1,0,0,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UKSO1,KELSEY,NA,1,Snake,OPEN,2.35,235,6/1/2016 11:56,,,Yes,"mummified carcass, dragged off a little, ants everywhere",,6/6/2016 7:55,,5,0,,UNSCAVENGED,,,1,0,0,CANE TOAD,6/23/2016 19:45,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTST32,KELSEY,H52,9,Snake,TREE,2.35,235,3/18/2017 14:11,,,Yes,gone,,,3/19/2017 8:12,0.75,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,3/19/2017 8:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTSO36,LAUREN,H92,8,Snake,OPEN,2.35,235,3/13/2017 14:08,,,Yes,gone,,,3/15/2017 9:20,1.8,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,3/15/2017 9:20,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTSO5,KELSEY,H23,2,Snake,OPEN,2.35,235,1/31/2017 12:23,2/5/2017,,Yes,gone,,,2/2/2017 13:00,2.03,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,,,,,1,2/2/2017 12:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TPSO12,PHILLP,H76,4,Snake,OPEN,2.35,235,6/18/2016 13:55,6/23/2016,6/23/2016,Yes,"30% skin, 30% skeleton, 0% flesh",,,6/21/2016 15:06,3.05,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,6/21/2016 15:06,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTSO27,KELSEY,GU31B,8,Snake,OPEN,2.35,235,3/13/2017 14:03,,,Yes,gone,,,3/18/2017 9:12,4.8,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,3/18/2017 8:54,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTSO56,LAUREN,H89,11,Snake,OPEN,2.4,240,3/29/2017 13:28,,,Yes,"partially buried in soil, bones",,4/3/2017 6:06,,5,0,,UNSCAVENGED,,,1,0,0,CANE TOAD,3/31/2017 3:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTSO8,KELSEY,GU41B,3,Snake,OPEN,2.4,240,2/5/2017 11:21,,,Yes,melted full,,2/10/2017 10:06,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TMSO30,MATT,GU18B,8,Snake,OPEN,2.4,240,7/16/2016 13:37,,,Yes,"No flesh, ants buried",,7/20/2016 2:42,,5,0,,UNSCAVENGED,,,1,0,0,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,LUSO35,LAUREN,GU23A,8,Snake,OPEN,2.4,240,3/14/2017 16:52,3/19/2017,3/19/2017,Yes,"<30% flesh, flies, partially buried, dragged away",NO,,,5,0,,PARTIALLY,,1,,1,1,CANE TOAD,3/16/2017 4:18,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3/14/2017 21:48,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTSO13,LAUREN,GU14B,4,Snake,OPEN,2.4,240,2/10/2017 10:58,,,Yes,buried in dirt,,2/15/2017 4:48,,5,0,,PARTIALLY,,1,,1,1,,,,,,1,,,,1,2/12/2017 8:29,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,LUSO50,LAUREN,GU27B,11,Snake,OPEN,2.4,240,3/30/2017 11:01,,,Yes,gone,,,4/1/2017 2:42,1.65,1,CANE TOAD,FULLY,1,,,1,1,CANE TOAD,3/31/2017 20:12,,,,1,,,,,,1,4/1/2017 2:24,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
